"iso_ref","gene_ref","isoform_id","gene_id","condition_1","condition_2","gene_name","gene_biotype","iso_biotype","gene_overall_mean","gene_value_1","gene_value_2","gene_stderr_1","gene_stderr_2","gene_log2_fold_change","gene_q_value","iso_overall_mean","iso_value_1","iso_value_2","iso_stderr_1","iso_stderr_2","iso_log2_fold_change","iso_q_value","IF_overall","IF1","IF2","dIF","isoform_switch_q_value","gene_switch_q_value","PTC","codingPotentialValue","codingPotential","domain_identified","idr_identified","signal_peptide_identified","sub_cell_location","IR","switchConsequencesGene"
"isoComp_00166165","geneComp_00034171","ENST00000375754.9","SYK","normal","tumor","SYK","protein_coding","protein_coding",36.4441248566801,45.2233382283437,27.6649114850164,3.23065197939204,2.23260003157274,-0.708807768324909,NA,8.64185713426965,7.88887848825062,9.39483578028867,0.545572416455877,0.637699972353726,0.251754924087856,NA,0.276803125,0.190075,0.36353125,0.17345625,0.012145060128244,0.012145060128244,FALSE,1,TRUE,"yes","yes","no","Cytoplasm,Cell_membrane",0,TRUE
"isoComp_00166376","geneComp_00034196","ENST00000618385.1","SYNJ2BP-COX16","normal","tumor","SYNJ2BP-COX16","protein_coding","nonsense_mediated_decay",2.78264687739112,1.96286408426061,3.60242967052163,0.217935495120822,0.335573396696529,0.872677931952087,NA,0.512921170823327,0.505532035617399,0.520310306029256,0.076882922225965,0.0885372291697454,0.0407747053018747,NA,0.207384375,0.2702875,0.14448125,-0.12580625,0.0166640293424829,0.015975182769357,TRUE,0.0239006,FALSE,"no","yes","no","Nucleus",0,TRUE
"isoComp_00166377","geneComp_00034196","ENST00000621525.4","SYNJ2BP-COX16","normal","tumor","SYNJ2BP-COX16","protein_coding","protein_coding",2.78264687739112,1.96286408426061,3.60242967052163,0.217935495120822,0.335573396696529,0.872677931952087,NA,2.26023464606283,1.44778484954084,3.07268444258482,0.180425821817214,0.304609825614546,1.08040940428383,NA,0.78940625,0.72520625,0.85360625,0.1284,0.015975182769357,0.015975182769357,FALSE,0.997079,TRUE,"yes","no","no","Cytoplasm",0,TRUE
"isoComp_00166390","geneComp_00034201","ENST00000448416.6","SYNPO2","normal","tumor","SYNPO2","protein_coding","protein_coding",5.15793193194033,7.57327268220732,2.74259118167335,0.597265372912632,0.315623048816806,-1.46203024587752,NA,1.42840716018396,2.55061480067962,0.306199519688301,0.180822372196627,0.0728898464462079,-3.01758315990632,NA,0.227484375,0.34428125,0.1106875,-0.23359375,0.00140899638386557,1.68304858022217e-09,FALSE,0.653076,TRUE,"yes","no","no","Cytoplasm",0,TRUE
"isoComp_00166393","geneComp_00034201","ENST00000627783.2","SYNPO2","normal","tumor","SYNPO2","protein_coding","protein_coding",5.15793193194033,7.57327268220732,2.74259118167335,0.597265372912632,0.315623048816806,-1.46203024587752,NA,1.54048029374456,1.94606097139957,1.13489961608955,0.229130730940361,0.155319666212414,-0.772730231032567,NA,0.3244,0.2490125,0.3997875,0.150775,1.68304858022217e-09,1.68304858022217e-09,FALSE,1,TRUE,"no","yes","no","Cytoplasm",0,TRUE
"isoComp_00166457","geneComp_00034212","ENST00000419593.5","SYS1-DBNDD2","normal","tumor","SYS1-DBNDD2","protein_coding","nonsense_mediated_decay",2.47614139469358,2.24948490213049,2.70279788725667,0.189698934446779,0.230022933764082,0.263787648938478,NA,1.67895203118007,1.1435547261769,2.21434933618324,0.228202737538952,0.252457025473637,0.947296933462426,NA,0.63190625,0.4588125,0.805,0.3461875,0.0236419591575819,0.00301043691425705,TRUE,0.988561,TRUE,"yes","no","no","Endoplasmic_reticulum",0,TRUE
"isoComp_00166458","geneComp_00034212","ENST00000452133.1","SYS1-DBNDD2","normal","tumor","SYS1-DBNDD2","protein_coding","nonsense_mediated_decay",2.47614139469358,2.24948490213049,2.70279788725667,0.189698934446779,0.230022933764082,0.263787648938478,NA,0.546911972409378,0.864169650410454,0.229654294408303,0.0953108147073704,0.114394403902951,-1.86695849913017,NA,0.25636875,0.42041875,0.09231875,-0.3281,0.00301043691425705,0.00301043691425705,TRUE,0.0816807,FALSE,"yes","no","no","Endoplasmic_reticulum",0,TRUE
"isoComp_00166859","geneComp_00034270","ENST00000373824.9","TAF12","normal","tumor","TAF12","protein_coding","protein_coding",23.8163522083132,24.7512233144794,22.8814811021471,1.62805861441788,0.756863610315573,-0.113271782107485,NA,9.55546459452469,8.43132921470413,10.6795999743452,0.361443375525839,0.441641641792802,0.340665769565504,NA,0.411090625,0.35341875,0.4687625,0.11534375,0.0257565576804981,0.0257565576804981,FALSE,0.932445,TRUE,"yes","yes","no","Nucleus",0,TRUE
"isoComp_00168345","geneComp_00034452","ENST00000258770.8","TBRG4","normal","tumor","TBRG4","protein_coding","protein_coding",31.5587713352765,22.9290669003911,40.1884757701619,1.71239181762803,2.98327771085231,0.809334091314502,NA,10.1201038468769,5.76111943133399,14.4790882624198,0.468368715967066,1.25444328582362,1.32804372249151,NA,0.311046875,0.25709375,0.365,0.10790625,0.0316491333498642,0.0316491333498642,FALSE,1,TRUE,"yes","no","no","Mitochondrion",0,TRUE
"isoComp_00168567","geneComp_00034495","ENST00000360000.8","TCEAL8","normal","tumor","TCEAL8","protein_coding","protein_coding",132.752108812174,137.720097831823,127.784119792525,3.87244681189535,3.48540662302504,-0.108022407755759,NA,26.9747475871715,35.6917878242206,18.2577073501224,1.75408903093487,0.949951731049437,-0.966700738384505,NA,0.200971875,0.25879375,0.14315,-0.11564375,3.97902641923909e-08,9.19746679934103e-11,FALSE,0.62898,TRUE,"yes","yes","no","Cytoplasm,Nucleus",1,FALSE
"isoComp_00168568","geneComp_00034495","ENST00000372685.8","TCEAL8","normal","tumor","TCEAL8","protein_coding","protein_coding",132.752108812174,137.720097831823,127.784119792525,3.87244681189535,3.48540662302504,-0.108022407755759,NA,77.9684085345816,71.5678907035714,84.3689263655919,2.0425935083591,2.42903859713988,0.237368700620276,NA,0.5906125,0.52065625,0.66056875,0.1399125,9.19746679934103e-11,9.19746679934103e-11,FALSE,0.76756,TRUE,"yes","yes","no","Cytoplasm,Nucleus",1,FALSE
"isoComp_00169314","geneComp_00034588","ENST00000266304.9","TEF","normal","tumor","TEF","protein_coding","protein_coding",16.3744804409094,20.557090467119,12.1918704146998,1.05923283758023,0.74471517725208,-0.753235402503767,NA,10.1695534972213,10.5780258225758,9.76108117186675,0.642235974289003,0.632009342553568,-0.115843507861623,NA,0.65815,0.51596875,0.80033125,0.2843625,3.84153387961569e-06,3.84153387961569e-06,FALSE,0.999946,TRUE,"yes","yes","no","Nucleus",0,TRUE
"isoComp_00169315","geneComp_00034588","ENST00000406644.7","TEF","normal","tumor","TEF","protein_coding","protein_coding",16.3744804409094,20.557090467119,12.1918704146998,1.05923283758023,0.74471517725208,-0.753235402503767,NA,6.20492694368807,9.97906464454314,2.43078924283301,0.697660525725188,0.235736003563384,-2.03300186662108,NA,0.34185,0.48403125,0.19966875,-0.2843625,3.97181231073114e-06,3.84153387961569e-06,FALSE,0.999844,TRUE,"yes","yes","no","Nucleus",0,TRUE
"isoComp_00170214","geneComp_00034742","ENST00000405975.7","THADA","normal","tumor","THADA","protein_coding","protein_coding",14.1692088627413,18.415809588845,9.92260813663763,0.750440916001726,0.456544963189343,-0.891483509324221,NA,7.24355041374064,8.22212120964438,6.2649796178369,0.364246378998411,0.296960096438222,-0.391653451650191,NA,0.54196875,0.4491875,0.63475,0.1855625,1.84681446686996e-05,1.84681446686996e-05,FALSE,1,TRUE,"yes","no","no","Cytoplasm,Nucleus",0,TRUE
"isoComp_00170224","geneComp_00034742","ENST00000485353.5","THADA","normal","tumor","THADA","protein_coding","protein_coding_CDS_not_defined",14.1692088627413,18.415809588845,9.92260813663763,0.750440916001726,0.456544963189343,-0.891483509324221,NA,1.74745004258832,3.16044791038594,0.334452174790691,0.343895419523261,0.128427011854613,-3.2023110819301,NA,0.097859375,0.1668875,0.02883125,-0.13805625,0.00025405202692191,1.84681446686996e-05,NA,0.107094,FALSE,NA,NA,NA,NA,0,TRUE
"isoComp_00170261","geneComp_00034754","ENST00000402136.5","THAP4","normal","tumor","THAP4","protein_coding","protein_coding",48.8242748898818,63.5909965167047,34.0575532630588,6.96760145771872,4.00374418586604,-0.900651033628111,NA,32.1733919717982,46.3459505982958,18.0008333453006,6.92853327183846,3.75439535466106,-1.36388961090936,NA,0.56953125,0.67306875,0.46599375,-0.207075,0.0265692515164944,0.0158160094970674,FALSE,0.989062,TRUE,"yes","no","no","Cytoplasm,Nucleus",0,TRUE
"isoComp_00170263","geneComp_00034754","ENST00000407315.6","THAP4","normal","tumor","THAP4","protein_coding","protein_coding",48.8242748898818,63.5909965167047,34.0575532630588,6.96760145771872,4.00374418586604,-0.900651033628111,NA,15.8401584024677,16.2737739195446,15.4065428853907,0.590927203605434,0.652726785150014,-0.0789558152759667,NA,0.41074375,0.3088,0.5126875,0.2038875,0.0158160094970674,0.0158160094970674,FALSE,1,TRUE,"yes","yes","no","Nucleus",0,TRUE
"isoComp_00170413","geneComp_00034781","ENST00000373921.8","THEMIS2","normal","tumor","THEMIS2","protein_coding","protein_coding",8.7312918491612,11.8374400867788,5.62514361154356,1.08720742587816,0.955798673639244,-1.0720510821545,NA,2.72968321375599,3.11002962316364,2.34933680434834,0.305039159572576,0.324004215014767,-0.403178343328977,NA,0.354128125,0.265075,0.44318125,0.17810625,2.30359615297862e-05,2.77348610944606e-06,FALSE,1,TRUE,"yes","yes","no","Cytoplasm",1,TRUE
"isoComp_00170415","geneComp_00034781","ENST00000373927.7","THEMIS2","normal","tumor","THEMIS2","protein_coding","protein_coding",8.7312918491612,11.8374400867788,5.62514361154356,1.08720742587816,0.955798673639244,-1.0720510821545,NA,3.42592548551255,5.62743617619058,1.22441479483452,0.568675141801212,0.234227444312821,-2.191211936836,NA,0.3416125,0.4766625,0.2065625,-0.2701,2.77348610944606e-06,2.77348610944606e-06,FALSE,0.81271,TRUE,"yes","no","no","Cytoplasm",0,TRUE
"isoComp_00170422","geneComp_00034782","ENST00000231198.12","THG1L","normal","tumor","THG1L","protein_coding","protein_coding",13.2422646983488,12.0715500490467,14.412979347651,0.535096814740615,0.77607192483948,0.255563649497954,NA,6.48166014093727,6.86336838022138,6.09995190165316,0.295039551126852,0.281676682876138,-0.169856260102244,NA,0.49963125,0.57200625,0.42725625,-0.14475,1.17901698258927e-05,1.17901698258927e-05,FALSE,0.999174,TRUE,"yes","no","no","Cytoplasm",0,TRUE
"isoComp_00170423","geneComp_00034782","ENST00000521655.1","THG1L","normal","tumor","THG1L","protein_coding","nonsense_mediated_decay",13.2422646983488,12.0715500490467,14.412979347651,0.535096814740615,0.77607192483948,0.255563649497954,NA,6.74435979517937,5.2033304270655,8.28538916329324,0.326645480791483,0.538664721884593,0.67010436166256,NA,0.499440625,0.42765625,0.571225,0.14356875,1.18234037186574e-05,1.17901698258927e-05,TRUE,0.97446,TRUE,"yes","no","no","Cytoplasm,Mitochondrion",0,TRUE
"isoComp_00170621","geneComp_00034811","ENST00000381337.6","THUMPD1","normal","tumor","THUMPD1","protein_coding","protein_coding",27.794552578411,33.0918185787059,22.497286578116,2.13213986610606,1.12117003080279,-0.556518339752579,NA,10.4131353758444,14.0738397175353,6.75243103415349,1.65277605787823,0.455387706200334,-1.0584268327065,NA,0.356196875,0.4147,0.29769375,-0.11700625,0.0456962904284434,0.0182112134554391,FALSE,1,TRUE,"yes","yes","no","Nucleus",0,TRUE
"isoComp_00170622","geneComp_00034811","ENST00000396083.7","THUMPD1","normal","tumor","THUMPD1","protein_coding","protein_coding",27.794552578411,33.0918185787059,22.497286578116,2.13213986610606,1.12117003080279,-0.556518339752579,NA,15.2044785634426,16.304986740177,14.1039703867083,0.708548099931538,0.713035216298623,-0.20907392678634,NA,0.5655375,0.50155,0.629525,0.127975,0.0182112134554391,0.0182112134554391,FALSE,0.999983,TRUE,"yes","yes","no","Nucleus",1,TRUE
"isoComp_00171459","geneComp_00034932","ENST00000491182.1","TM4SF18","normal","tumor","TM4SF18","protein_coding","retained_intron",28.1809339240896,23.5792770143059,32.7825908338734,1.33344804529338,1.99456607662008,0.475238686565163,NA,8.66943777317631,3.83757564243349,13.5012999039191,0.528229209886267,1.73460310098816,1.81214488609207,NA,0.284946875,0.1677875,0.40210625,0.23431875,0.00090586206335398,0.00090586206335398,NA,0.388894,FALSE,NA,NA,NA,NA,0,TRUE
"isoComp_00171847","geneComp_00034983","ENST00000457408.7","TMED4","normal","tumor","TMED4","protein_coding","protein_coding",177.846196310307,171.44070559463,184.251687025983,16.6377095883535,17.8112280742688,0.103962285337519,NA,103.403478379315,78.6982578437635,128.108698914867,6.18040054724795,8.45563205605505,0.702894140088381,NA,0.60069375,0.48089375,0.72049375,0.2396,3.00016210342897e-06,2.41512504178507e-08,FALSE,0.998815,TRUE,"yes","no","yes","Endoplasmic_reticulum,Golgi_apparatus",0,TRUE
"isoComp_00171849","geneComp_00034983","ENST00000481238.1","TMED4","normal","tumor","TMED4","protein_coding","protein_coding",177.846196310307,171.44070559463,184.251687025983,16.6377095883535,17.8112280742688,0.103962285337519,NA,41.874930314334,60.8006124275832,22.9492482010849,6.98677003346948,3.55556437293102,-1.40524771723086,NA,0.238328125,0.3529125,0.12374375,-0.22916875,2.41512504178507e-08,2.41512504178507e-08,FALSE,0.985329,TRUE,"yes","no","yes","Endoplasmic_reticulum",0,TRUE
"isoComp_00172922","geneComp_00035151","ENST00000257637.8","TMEM243","normal","tumor","TMEM243","protein_coding","protein_coding",57.6497096048895,70.6922866021179,44.6071326076611,5.36153651488617,3.51223293205892,-0.664159074960506,NA,34.1173616770503,37.3780283033309,30.8566950507698,3.06466519999146,2.81671698673766,-0.276525371749594,NA,0.609496875,0.53078125,0.6882125,0.15743125,0.0216145360547725,0.01557040984323,FALSE,0.471232,FALSE,"yes","no","no","Endoplasmic_reticulum,Lysosome_Vacuole",0,FALSE
"isoComp_00172924","geneComp_00035151","ENST00000433078.5","TMEM243","normal","tumor","TMEM243","protein_coding","protein_coding",57.6497096048895,70.6922866021179,44.6071326076611,5.36153651488617,3.51223293205892,-0.664159074960506,NA,20.0641471411837,28.2900482761321,11.8382460062354,3.05697784834846,1.16354059016324,-1.25613101324392,NA,0.332690625,0.39584375,0.2695375,-0.12630625,0.0437424955579899,0.01557040984323,FALSE,0.338507,FALSE,"yes","no","no","Endoplasmic_reticulum,Lysosome_Vacuole",0,FALSE
"isoComp_00172985","geneComp_00035161","ENST00000556585.3","TMEM253","normal","tumor","TMEM253","protein_coding","protein_coding",2.77456016121125,4.07091505538344,1.47820526703906,0.297476352602103,0.166530366571449,-1.4553191510625,NA,0.915422676055255,1.71368574553436,0.117159606576151,0.199799375976885,0.0737623938017144,-3.76078440976944,NA,0.223265625,0.39819375,0.0483375,-0.34985625,0.00352091721064086,0.00352091721064086,FALSE,0.999509,TRUE,"no","no","no","Cell_membrane",0,TRUE
"isoComp_00172986","geneComp_00035161","ENST00000673682.1","TMEM253","normal","tumor","TMEM253","protein_coding","nonsense_mediated_decay",2.77456016121125,4.07091505538344,1.47820526703906,0.297476352602103,0.166530366571449,-1.4553191510625,NA,0.587653837476326,0.727657961690801,0.44764971326185,0.0525097513326425,0.0429570467482692,-0.688708243682714,NA,0.260959375,0.18944375,0.332475,0.14303125,0.00796817580869127,0.00352091721064086,TRUE,0.740835,TRUE,"no","no","no","Mitochondrion",0,TRUE
"isoComp_00173825","geneComp_00035307","ENST00000457354.7","TMX1","normal","tumor","TMX1","protein_coding","protein_coding",46.8355081868163,43.7470061068622,49.9240102667704,2.10324430356352,3.89017452016316,0.190508745044268,NA,22.7027758856496,24.4170522888512,20.988499482448,0.878879429693006,0.775542701625036,-0.218193539259047,NA,0.50323125,0.56546875,0.44099375,-0.124475,0.0499498921253567,0.0499498921253567,FALSE,0.999733,TRUE,"yes","yes","yes","Endoplasmic_reticulum",0,TRUE
"isoComp_00174100","geneComp_00035356","ENST00000618336.4","TNFSF8","normal","tumor","TNFSF8","protein_coding","protein_coding",1.64449617310704,1.6001284432931,1.68886390292097,0.227907250086767,0.30280523580611,0.0773945022114037,NA,0.207597970288445,0.283502359754499,0.131693580822391,0.0471318603401484,0.0224921761336755,-1.05059770164439,NA,0.1427,0.21030625,0.07509375,-0.1352125,0.0202950180481803,0.0202950180481803,FALSE,0.664419,TRUE,"no","no","no","Cell_membrane,Lysosome_Vacuole",0,TRUE
"isoComp_00174460","geneComp_00035403","ENST00000490077.5","TNXB","normal","tumor","TNXB","protein_coding","retained_intron",9.66497166506244,16.5572206157765,2.77272271434836,3.61198558874816,0.297327948636511,-2.57376252752888,NA,5.89368571801374,11.009808032948,0.777563403079478,2.45326560032038,0.1699387021985,-3.80655920902715,NA,0.449546875,0.6499625,0.24913125,-0.40083125,0.00820080868409669,0.00820080868409669,NA,1,TRUE,NA,NA,NA,NA,0,TRUE
"isoComp_00174777","geneComp_00035457","ENST00000269305.9","TP53","normal","tumor","TP53","protein_coding","protein_coding",18.907149041388,16.0514511506845,21.7628469320915,0.955944259197582,1.24695601328503,0.438927814893997,NA,5.55198451734034,1.96889720568812,9.13507182899256,0.475448147909276,1.52484884184115,2.20829782833713,NA,0.25826875,0.12725,0.3892875,0.2620375,0.0252299559802914,0.00795605529659018,FALSE,1,TRUE,"yes","yes","no","Nucleus",0,TRUE
"isoComp_00174792","geneComp_00035457","ENST00000620739.4","TP53","normal","tumor","TP53","protein_coding","protein_coding",18.907149041388,16.0514511506845,21.7628469320915,0.955944259197582,1.24695601328503,0.438927814893997,NA,11.9371321352314,12.77948895486,11.0947753156028,0.952944882432815,0.863573427683595,-0.203778414914315,NA,0.662840625,0.78990625,0.535775,-0.25413125,0.00795605529659018,0.00795605529659018,FALSE,1,TRUE,"yes","yes","no","Nucleus",0,TRUE
"isoComp_00175090","geneComp_00035495","ENST00000267996.11","TPM1","normal","tumor","TPM1","protein_coding","protein_coding",157.094847186076,147.990817410221,166.19887696193,9.35088641754673,10.3112972250246,0.167392292404154,NA,20.6580822088476,28.7980569710393,12.5181074466559,3.42259350516589,1.18398510544344,-1.20130386673574,NA,0.135178125,0.19140625,0.07895,-0.11245625,2.44624442655624e-05,2.44624442655624e-05,FALSE,0.999999,TRUE,"yes","yes","no","Cytoplasm",0,TRUE
"isoComp_00175660","geneComp_00035573","ENST00000487159.5","TRAK1","normal","tumor","TRAK1","protein_coding","protein_coding",40.0001154967244,54.4617987631122,25.5384322303366,6.70107425314993,2.13262745751635,-1.09227474506222,NA,9.14281806383455,7.96855009920252,10.3170860284666,0.538570839230562,0.637439852115804,0.372234727641639,NA,0.298734375,0.17381875,0.42365,0.24983125,0.00758240973522137,6.4580398719296e-07,FALSE,1,TRUE,"yes","yes","no","Cytoplasm",0,TRUE
"isoComp_00175661","geneComp_00035573","ENST00000613405.4","TRAK1","normal","tumor","TRAK1","protein_coding","protein_coding",40.0001154967244,54.4617987631122,25.5384322303366,6.70107425314993,2.13262745751635,-1.09227474506222,NA,25.2860341240758,39.8275628219177,10.744505426234,6.2895829841982,1.9621439627564,-1.88918820884436,NA,0.525078125,0.67156875,0.3785875,-0.29298125,0.00433460559037012,6.4580398719296e-07,FALSE,1,TRUE,"yes","yes","no","Cytoplasm",0,TRUE
"isoComp_00176890","geneComp_00035859","ENST00000389737.5","TRMT44","normal","tumor","TRMT44","protein_coding","protein_coding",9.00510282465791,11.7961196529443,6.2140859963715,0.580758900183099,0.330583819113662,-0.923600969563601,NA,3.52771236134249,4.0777595811961,2.97766514148887,0.181123900667479,0.139742318334738,-0.452291888197551,NA,0.41735,0.35049375,0.48420625,0.1337125,0.0044171083408946,3.48703056511214e-06,FALSE,1,TRUE,"yes","yes","no","Cytoplasm",0,TRUE
"isoComp_00176892","geneComp_00035859","ENST00000511149.1","TRMT44","normal","tumor","TRMT44","protein_coding","protein_coding_CDS_not_defined",9.00510282465791,11.7961196529443,6.2140859963715,0.580758900183099,0.330583819113662,-0.923600969563601,NA,1.90289562859815,3.50384861787677,0.301942639319523,0.401827208368411,0.125423699321988,-3.4936993663799,NA,0.16111875,0.28266875,0.03956875,-0.2431,3.48703056511214e-06,3.48703056511214e-06,NA,0.272944,FALSE,NA,NA,NA,NA,0,TRUE
"isoComp_00177621","geneComp_00035940","ENST00000571914.1","TSPAN10","normal","tumor","TSPAN10","protein_coding","protein_coding_CDS_not_defined",1.83581435823613,2.27691219051259,1.39471652595968,0.157901436689471,0.096765526434533,-0.703121950679859,NA,1.22616832527841,1.65109397251276,0.801242678044057,0.114322972861994,0.0732697339279395,-1.03392823562455,NA,0.650646875,0.72419375,0.5771,-0.14709375,0.0318297033035227,0.0235341510517972,NA,0.0604693,FALSE,NA,NA,NA,NA,0,TRUE
"isoComp_00177622","geneComp_00035940","ENST00000611590.2","TSPAN10","normal","tumor","TSPAN10","protein_coding","protein_coding",1.83581435823613,2.27691219051259,1.39471652595968,0.157901436689471,0.096765526434533,-0.703121950679859,NA,0.562054939226886,0.568954636657847,0.555155241795924,0.0544771190537842,0.0434824538068698,-0.0348030978020173,NA,0.324875,0.2527875,0.3969625,0.144175,0.0235341510517972,0.0235341510517972,FALSE,1,TRUE,"yes","no","no","Cell_membrane",0,TRUE
"isoComp_00181048","geneComp_00036487","ENST00000442039.3","UQCC4","normal","tumor","UQCC4","protein_coding","protein_coding",19.5620764962713,16.3638454985347,22.7603074940079,0.887427171761259,1.29184344767235,0.475760586570835,NA,14.3166733043462,10.7916804744908,17.8416661342016,0.56998318026822,1.03807701844001,0.724802952815477,NA,0.72298125,0.66130625,0.78465625,0.12335,7.87126432302631e-05,7.87126432302631e-05,FALSE,0.489446,FALSE,"yes","yes","no","Mitochondrion",0,TRUE
"isoComp_00181049","geneComp_00036487","ENST00000563974.1","UQCC4","normal","tumor","UQCC4","protein_coding","retained_intron",19.5620764962713,16.3638454985347,22.7603074940079,0.887427171761259,1.29184344767235,0.475760586570835,NA,5.24540319192504,5.57216502404381,4.91864135980627,0.402668542207027,0.375526704109895,-0.179634770142377,NA,0.27701875,0.33869375,0.21534375,-0.12335,8.24536405954694e-05,7.87126432302631e-05,NA,0.0549542,FALSE,NA,NA,NA,NA,1,TRUE
"isoComp_00181260","geneComp_00036521","ENST00000222305.8","USF2","normal","tumor","USF2","protein_coding","protein_coding",57.9448120348239,61.2322818801095,54.6573421895383,2.39676012519675,2.8851394391664,-0.163848802020728,NA,43.1881115015478,49.4394584822457,36.9367645208498,2.016579350556,1.61564101160348,-0.420506691105275,NA,0.744175,0.80741875,0.68093125,-0.1264875,5.34603031833459e-05,3.06023764489227e-07,FALSE,1,TRUE,"yes","yes","no","Nucleus",0,TRUE
"isoComp_00181261","geneComp_00036521","ENST00000343550.9","USF2","normal","tumor","USF2","protein_coding","protein_coding",57.9448120348239,61.2322818801095,54.6573421895383,2.39676012519675,2.8851394391664,-0.163848802020728,NA,8.10475582488437,5.21332405883008,10.9961875909387,0.40339463536643,1.22688403935314,1.07527470602655,NA,0.14055625,0.08465625,0.19645625,0.1118,3.06023764489227e-07,3.06023764489227e-07,FALSE,0.999996,TRUE,"yes","yes","no","Nucleus",0,TRUE
"isoComp_00181300","geneComp_00036527","ENST00000264904.8","USO1","normal","tumor","USO1","protein_coding","protein_coding",55.6912431225262,48.7148051643207,62.6676810807317,1.88821981216973,2.31685348897774,0.363295388051581,NA,14.963406498789,9.83670822695433,20.0901047706237,1.00162604839442,1.46152765646136,1.02948960676826,NA,0.25609375,0.19718125,0.31500625,0.117825,0.00221571549609518,0.00218151766156502,FALSE,1,TRUE,"yes","yes","no","Cytoplasm",0,FALSE
"isoComp_00181303","geneComp_00036527","ENST00000514213.7","USO1","normal","tumor","USO1","protein_coding","protein_coding",55.6912431225262,48.7148051643207,62.6676810807317,1.88821981216973,2.31685348897774,0.363295388051581,NA,40.3329554601658,38.4499018773304,42.2160090430011,1.16796203675798,1.28679919450076,0.134776816493236,NA,0.736215625,0.7935125,0.67891875,-0.11459375,0.00218151766156502,0.00218151766156502,FALSE,1,TRUE,"yes","yes","no","Cytoplasm",0,FALSE
"isoComp_00181681","geneComp_00036577","ENST00000526425.1","USP35","normal","tumor","USP35","protein_coding","protein_coding",3.78913987132054,3.84362659595129,3.73465314668978,0.135406180774277,0.127441662730253,-0.0413846924966018,NA,1.21915755799368,1.00223782385651,1.43607729213084,0.0674480260471837,0.083728139417187,0.51459637666788,NA,0.322475,0.26081875,0.38413125,0.1233125,0.0113115726843744,0.0113115726843744,FALSE,1,TRUE,"yes","yes","no","Cytoplasm,Nucleus",0,TRUE
"isoComp_00181683","geneComp_00036577","ENST00000529308.6","USP35","normal","tumor","USP35","protein_coding","protein_coding",3.78913987132054,3.84362659595129,3.73465314668978,0.135406180774277,0.127441662730253,-0.0413846924966018,NA,1.20568904735351,1.46651756092741,0.94486053377962,0.0846852450219142,0.062316149305694,-0.628836580551871,NA,0.3174625,0.38173125,0.25319375,-0.1285375,0.0360829424481839,0.0113115726843744,FALSE,1,TRUE,"yes","yes","no","Cytoplasm,Nucleus",0,TRUE
"isoComp_00182195","geneComp_00036649","ENST00000463370.5","VAPB","normal","tumor","VAPB","protein_coding","protein_coding_CDS_not_defined",41.5657136353531,36.344252801546,46.7871744691603,1.84528774366472,2.69015958781693,0.364297281357161,NA,14.7766418849432,8.48196631987528,21.0713174500111,1.01889404017331,2.07751978520912,1.31179447470538,NA,0.334046875,0.22834375,0.43975,0.21140625,0.00340458390742322,1.02926706891829e-11,NA,0.985015,TRUE,NA,NA,NA,NA,0,TRUE
"isoComp_00182196","geneComp_00036649","ENST00000475243.6","VAPB","normal","tumor","VAPB","protein_coding","protein_coding",41.5657136353531,36.344252801546,46.7871744691603,1.84528774366472,2.69015958781693,0.364297281357161,NA,14.0587314059829,16.5414307916509,11.5760320203149,0.904484355217129,0.665244184730005,-0.514569379172481,NA,0.3523625,0.455325,0.2494,-0.205925,1.02926706891829e-11,1.02926706891829e-11,FALSE,0.98708,TRUE,"yes","yes","no","Endoplasmic_reticulum",0,TRUE
"isoComp_00183568","geneComp_00036860","ENST00000557094.5","WARS1","normal","tumor","WARS1","protein_coding","retained_intron",245.232366110979,136.876729579338,353.58800264262,9.75116136356712,33.9812233321396,1.36912753347688,NA,72.3579165618493,15.2113634907652,129.504469632933,1.96857508887518,19.7511210649929,3.08894378521477,NA,0.22799375,0.110125,0.3458625,0.2357375,9.5277496692382e-10,9.5277496692382e-10,NA,0.0959914,FALSE,NA,NA,NA,NA,0,TRUE
"isoComp_00183610","geneComp_00036868","ENST00000335327.6","WASF3","normal","tumor","WASF3","protein_coding","protein_coding",17.7742915631198,20.7966114100202,14.7519717162194,1.57617910183354,0.83461714965922,-0.495156594036838,NA,5.939845493825,4.88752752450961,6.99216346314039,0.461887146477077,0.547262351783661,0.515747140806804,NA,0.357209375,0.241075,0.47334375,0.23226875,0.000159318271210294,0.000158466764926132,FALSE,1,TRUE,"yes","yes","no","Cytoplasm",0,FALSE
"isoComp_00183611","geneComp_00036868","ENST00000361042.8","WASF3","normal","tumor","WASF3","protein_coding","protein_coding",17.7742915631198,20.7966114100202,14.7519717162194,1.57617910183354,0.83461714965922,-0.495156594036838,NA,11.8272894626747,15.9090838855105,7.74549503983883,1.42798560683969,0.553512809806169,-1.0374665360162,NA,0.642428125,0.758925,0.52593125,-0.23299375,0.000158466764926132,0.000158466764926132,FALSE,1,TRUE,"yes","yes","no","Cytoplasm",0,FALSE
